GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,21801204,199,1629011,Mitchell Robinson,1610612752,New York Knicks,2,8,7,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,2,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,207,1627740,Henry Ellenson,1610612752,New York Knicks,2,7,24,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-229,-8,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,221,203098,John Jenkins,1610612752,New York Knicks,2,6,10,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,201,-16,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,235,1628422,Damyean Dotson,1610612752,New York Knicks,2,5,3,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-45,159,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,238,1626209,Mario Hezonja,1610612752,New York Knicks,2,4,26,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-100,8,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,245,1628995,Kevin Knox II,1610612752,New York Knicks,2,4,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-215,143,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,252,1626209,Mario Hezonja,1610612752,New York Knicks,2,3,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-195,167,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,257,203098,John Jenkins,1610612752,New York Knicks,2,2,53,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,5,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,260,1628995,Kevin Knox II,1610612752,New York Knicks,2,2,17,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,7,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,265,1626209,Mario Hezonja,1610612752,New York Knicks,2,2,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,26,16,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,269,1628995,Kevin Knox II,1610612752,New York Knicks,2,1,45,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,13,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,280,1628422,Damyean Dotson,1610612752,New York Knicks,2,1,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,-11,225,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,282,1626209,Mario Hezonja,1610612752,New York Knicks,2,0,51,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-5,50,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,284,1628995,Kevin Knox II,1610612752,New York Knicks,2,0,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-172,199,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,305,1628436,Luke Kornet,1610612752,New York Knicks,3,11,25,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,236,-7,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,309,1628436,Luke Kornet,1610612752,New York Knicks,3,10,56,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-70,5,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,317,1629011,Mitchell Robinson,1610612752,New York Knicks,3,10,25,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,9,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,315,1628422,Damyean Dotson,1610612752,New York Knicks,3,10,25,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-2,73,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,325,1626209,Mario Hezonja,1610612752,New York Knicks,3,10,3,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-48,9,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,340,1626209,Mario Hezonja,1610612752,New York Knicks,3,9,8,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,160,240,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,349,1628995,Kevin Knox II,1610612752,New York Knicks,3,8,16,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,74,62,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,352,1626209,Mario Hezonja,1610612752,New York Knicks,3,7,45,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,57,56,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,354,1626209,Mario Hezonja,1610612752,New York Knicks,3,7,41,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,361,1628436,Luke Kornet,1610612752,New York Knicks,3,7,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,196,169,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,365,1628422,Damyean Dotson,1610612752,New York Knicks,3,6,51,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,11,188,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,369,1628995,Kevin Knox II,1610612752,New York Knicks,3,6,28,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-168,185,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,380,1628372,Dennis Smith Jr.,1610612752,New York Knicks,3,5,52,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,11,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,392,1626209,Mario Hezonja,1610612752,New York Knicks,3,4,49,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,0,143,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,396,1628995,Kevin Knox II,1610612752,New York Knicks,3,4,22,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,147,89,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,399,1626209,Mario Hezonja,1610612752,New York Knicks,3,3,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-41,255,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,403,1626209,Mario Hezonja,1610612752,New York Knicks,3,3,23,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,-1,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,416,1628372,Dennis Smith Jr.,1610612752,New York Knicks,3,2,54,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-131,214,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,419,203098,John Jenkins,1610612752,New York Knicks,3,2,10,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-13,19,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,435,1628372,Dennis Smith Jr.,1610612752,New York Knicks,3,1,48,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-108,226,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,440,203098,John Jenkins,1610612752,New York Knicks,3,1,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,170,206,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,446,1627740,Henry Ellenson,1610612752,New York Knicks,3,0,40,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,18,53,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,457,1628372,Dennis Smith Jr.,1610612752,New York Knicks,3,0,0,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,55,192,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,473,1628422,Damyean Dotson,1610612752,New York Knicks,4,11,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-174,176,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,481,1628436,Luke Kornet,1610612752,New York Knicks,4,10,22,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,236,-21,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,484,1628372,Dennis Smith Jr.,1610612752,New York Knicks,4,9,39,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-38,163,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,487,1628436,Luke Kornet,1610612752,New York Knicks,4,9,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-91,230,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,491,1628372,Dennis Smith Jr.,1610612752,New York Knicks,4,8,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,77,242,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,497,1628372,Dennis Smith Jr.,1610612752,New York Knicks,4,8,5,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,16,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,499,1627740,Henry Ellenson,1610612752,New York Knicks,4,8,1,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,508,1626209,Mario Hezonja,1610612752,New York Knicks,4,7,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-200,162,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,517,1628372,Dennis Smith Jr.,1610612752,New York Knicks,4,6,24,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-54,246,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,528,1628995,Kevin Knox II,1610612752,New York Knicks,4,6,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-152,195,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,532,1626209,Mario Hezonja,1610612752,New York Knicks,4,5,35,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,190,69,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,545,1626209,Mario Hezonja,1610612752,New York Knicks,4,4,21,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,8,122,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,548,1626209,Mario Hezonja,1610612752,New York Knicks,4,3,56,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,11,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,550,1629011,Mitchell Robinson,1610612752,New York Knicks,4,3,52,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,552,1628436,Luke Kornet,1610612752,New York Knicks,4,3,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-111,220,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,557,1626209,Mario Hezonja,1610612752,New York Knicks,4,3,11,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,-6,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,567,1628436,Luke Kornet,1610612752,New York Knicks,4,2,48,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,577,1628995,Kevin Knox II,1610612752,New York Knicks,4,1,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-119,215,1,0,20190407,NYK,WAS
Shot Chart Detail,21801204,582,1628372,Dennis Smith Jr.,1610612752,New York Knicks,4,1,19,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-91,41,1,1,20190407,NYK,WAS
Shot Chart Detail,21801204,591,1626209,Mario Hezonja,1610612752,New York Knicks,4,0,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-218,100,1,1,20190407,NYK,WAS
Shot Chart Detail,21801213,7,1628436,Luke Kornet,1610612752,New York Knicks,1,11,43,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,2,130,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,10,1628372,Dennis Smith Jr.,1610612752,New York Knicks,1,11,16,Made Shot,Running Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,8,4,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,13,1628995,Kevin Knox II,1610612752,New York Knicks,1,10,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-224,134,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,17,1628372,Dennis Smith Jr.,1610612752,New York Knicks,1,10,7,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,196,2,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,21,1629011,Mitchell Robinson,1610612752,New York Knicks,1,9,39,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,0,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,25,1628422,Damyean Dotson,1610612752,New York Knicks,1,9,15,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-70,127,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,29,1628436,Luke Kornet,1610612752,New York Knicks,1,8,50,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-7,53,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,33,1628436,Luke Kornet,1610612752,New York Knicks,1,8,30,Missed Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,4,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,35,1628436,Luke Kornet,1610612752,New York Knicks,1,8,26,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,38,1628995,Kevin Knox II,1610612752,New York Knicks,1,7,56,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,21,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,52,1628372,Dennis Smith Jr.,1610612752,New York Knicks,1,7,21,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,5,257,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,54,1628995,Kevin Knox II,1610612752,New York Knicks,1,6,45,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,133,163,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,58,1628995,Kevin Knox II,1610612752,New York Knicks,1,6,17,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,-22,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,70,1629011,Mitchell Robinson,1610612752,New York Knicks,1,5,30,Missed Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,15,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,72,1629011,Mitchell Robinson,1610612752,New York Knicks,1,5,25,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,75,1628995,Kevin Knox II,1610612752,New York Knicks,1,5,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,43,252,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,86,1628372,Dennis Smith Jr.,1610612752,New York Knicks,1,4,41,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-122,217,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,89,1628372,Dennis Smith Jr.,1610612752,New York Knicks,1,4,4,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,1,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,99,1628436,Luke Kornet,1610612752,New York Knicks,1,3,26,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,226,-8,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,103,1628372,Dennis Smith Jr.,1610612752,New York Knicks,1,3,1,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-51,113,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,113,203098,John Jenkins,1610612752,New York Knicks,1,2,25,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,24,80,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,116,1628436,Luke Kornet,1610612752,New York Knicks,1,2,21,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,161,202,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,124,1628656,Billy Garrett,1610612752,New York Knicks,1,1,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,87,120,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,128,1628656,Billy Garrett,1610612752,New York Knicks,1,1,19,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-112,-10,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,137,1628436,Luke Kornet,1610612752,New York Knicks,1,0,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,60,247,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,141,1628656,Billy Garrett,1610612752,New York Knicks,1,0,13,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,53,147,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,143,1628656,Billy Garrett,1610612752,New York Knicks,1,0,0,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-20,284,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,164,1628422,Damyean Dotson,1610612752,New York Knicks,2,11,31,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,226,-25,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,170,1628439,Isaiah Hicks,1610612752,New York Knicks,2,11,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,143,0,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,180,203098,John Jenkins,1610612752,New York Knicks,2,10,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,33,251,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,182,1627740,Henry Ellenson,1610612752,New York Knicks,2,10,7,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,6,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,186,1627740,Henry Ellenson,1610612752,New York Knicks,2,9,33,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,9,78,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,190,203098,John Jenkins,1610612752,New York Knicks,2,9,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-98,235,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,198,1628422,Damyean Dotson,1610612752,New York Knicks,2,8,16,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,0,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,201,203098,John Jenkins,1610612752,New York Knicks,2,7,57,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-217,123,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,209,1627740,Henry Ellenson,1610612752,New York Knicks,2,6,42,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,0,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,221,1628372,Dennis Smith Jr.,1610612752,New York Knicks,2,6,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,8,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,229,203098,John Jenkins,1610612752,New York Knicks,2,5,40,Missed Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-225,46,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,231,1628422,Damyean Dotson,1610612752,New York Knicks,2,5,29,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,86,80,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,238,1628372,Dennis Smith Jr.,1610612752,New York Knicks,2,4,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,-17,291,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,255,1628995,Kevin Knox II,1610612752,New York Knicks,2,4,9,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,1,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,257,1628372,Dennis Smith Jr.,1610612752,New York Knicks,2,3,59,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,5,68,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,262,1628372,Dennis Smith Jr.,1610612752,New York Knicks,2,3,5,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-67,191,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,266,1628436,Luke Kornet,1610612752,New York Knicks,2,2,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,42,248,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,271,1628995,Kevin Knox II,1610612752,New York Knicks,2,1,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-67,248,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,278,1628372,Dennis Smith Jr.,1610612752,New York Knicks,2,1,20,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-106,252,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,285,1628372,Dennis Smith Jr.,1610612752,New York Knicks,2,0,52,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,5,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,292,1628372,Dennis Smith Jr.,1610612752,New York Knicks,2,0,33,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-161,202,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,300,1628372,Dennis Smith Jr.,1610612752,New York Knicks,2,0,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,4,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,310,1628436,Luke Kornet,1610612752,New York Knicks,3,11,23,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,-4,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,314,1629011,Mitchell Robinson,1610612752,New York Knicks,3,10,58,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-9,-1,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,318,1628995,Kevin Knox II,1610612752,New York Knicks,3,10,20,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,231,73,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,325,1628372,Dennis Smith Jr.,1610612752,New York Knicks,3,9,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-90,236,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,331,1628372,Dennis Smith Jr.,1610612752,New York Knicks,3,8,53,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,5,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,341,1628372,Dennis Smith Jr.,1610612752,New York Knicks,3,8,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,14,1,1,20190409,CHI,NYK
Shot Chart Detail,21801213,344,1628436,Luke Kornet,1610612752,New York Knicks,3,7,42,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-116,22,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,351,1628422,Damyean Dotson,1610612752,New York Knicks,3,7,9,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,54,146,1,0,20190409,CHI,NYK
Shot Chart Detail,21801213,358,1628436,Luke Kornet,1610612752,New York Knicks,3,6,38,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,15,1,0,20190409,CHI,NYK
