GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,21800007,13,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,11,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,163,227,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,17,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,11,6,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,10,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,21,202683,Enes Kanter,1610612752,New York Knicks,1,10,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-45,191,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,25,203504,Trey Burke,1610612752,New York Knicks,1,10,24,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,59,178,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,29,203504,Trey Burke,1610612752,New York Knicks,1,10,14,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,49,128,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,41,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,9,39,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-197,146,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,54,203504,Trey Burke,1610612752,New York Knicks,1,8,40,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,-6,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,56,202683,Enes Kanter,1610612752,New York Knicks,1,8,38,Missed Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,63,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,8,17,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,21,149,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,67,1628373,Frank Ntilikina,1610612752,New York Knicks,1,7,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-130,223,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,71,1628373,Frank Ntilikina,1610612752,New York Knicks,1,7,22,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,52,163,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,75,203504,Trey Burke,1610612752,New York Knicks,1,7,8,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,12,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,84,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,6,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,5,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,87,203504,Trey Burke,1610612752,New York Knicks,1,6,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,200,157,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,99,1628995,Kevin Knox II,1610612752,New York Knicks,1,5,10,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,15,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,103,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,4,45,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,13,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,114,1628995,Kevin Knox II,1610612752,New York Knicks,1,4,18,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,86,179,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,132,1629011,Mitchell Robinson,1610612752,New York Knicks,1,3,26,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,-1,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,135,1629019,Allonzo Trier,1610612752,New York Knicks,1,3,8,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,162,201,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,149,1628995,Kevin Knox II,1610612752,New York Knicks,1,2,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,102,154,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,158,1628995,Kevin Knox II,1610612752,New York Knicks,1,2,6,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-89,127,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,160,203943,Noah Vonleh,1610612752,New York Knicks,1,2,4,Made Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,182,1627758,Ron Baker,1610612752,New York Knicks,1,0,3,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,20,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,193,1629019,Allonzo Trier,1610612752,New York Knicks,2,11,49,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-144,49,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,197,203943,Noah Vonleh,1610612752,New York Knicks,2,11,39,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,11,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,201,1629019,Allonzo Trier,1610612752,New York Knicks,2,11,14,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-2,200,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,204,1626209,Mario Hezonja,1610612752,New York Knicks,2,10,43,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-13,97,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,206,1626209,Mario Hezonja,1610612752,New York Knicks,2,10,38,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,234,81,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,211,1629019,Allonzo Trier,1610612752,New York Knicks,2,10,29,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,40,159,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,216,1626209,Mario Hezonja,1610612752,New York Knicks,2,9,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,35,265,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,219,1628995,Kevin Knox II,1610612752,New York Knicks,2,9,21,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,26,125,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,223,203943,Noah Vonleh,1610612752,New York Knicks,2,8,54,Made Shot,Hook Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-41,57,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,238,203501,Tim Hardaway Jr.,1610612752,New York Knicks,2,8,15,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,95,57,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,241,203501,Tim Hardaway Jr.,1610612752,New York Knicks,2,7,59,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,2,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,246,203501,Tim Hardaway Jr.,1610612752,New York Knicks,2,7,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-202,146,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,250,1628995,Kevin Knox II,1610612752,New York Knicks,2,7,4,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,69,167,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,261,1628995,Kevin Knox II,1610612752,New York Knicks,2,6,43,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,22,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,268,203504,Trey Burke,1610612752,New York Knicks,2,5,59,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-134,151,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,274,203501,Tim Hardaway Jr.,1610612752,New York Knicks,2,5,34,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-6,113,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,283,1628373,Frank Ntilikina,1610612752,New York Knicks,2,5,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,62,251,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,286,203504,Trey Burke,1610612752,New York Knicks,2,4,45,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,27,18,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,296,203501,Tim Hardaway Jr.,1610612752,New York Knicks,2,3,53,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,98,236,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,301,203501,Tim Hardaway Jr.,1610612752,New York Knicks,2,3,23,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-13,153,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,310,202683,Enes Kanter,1610612752,New York Knicks,2,2,55,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,4,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,316,203501,Tim Hardaway Jr.,1610612752,New York Knicks,2,2,28,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,156,190,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,321,202498,Lance Thomas,1610612752,New York Knicks,2,2,24,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-155,127,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,323,203501,Tim Hardaway Jr.,1610612752,New York Knicks,2,2,17,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,70,90,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,330,1628373,Frank Ntilikina,1610612752,New York Knicks,2,1,54,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-133,110,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,352,202683,Enes Kanter,1610612752,New York Knicks,2,0,56,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,0,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,355,1629019,Allonzo Trier,1610612752,New York Knicks,2,0,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,134,220,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,363,202683,Enes Kanter,1610612752,New York Knicks,2,0,9,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,6,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,380,202683,Enes Kanter,1610612752,New York Knicks,3,11,36,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,1,31,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,382,203504,Trey Burke,1610612752,New York Knicks,3,11,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-122,220,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,385,203501,Tim Hardaway Jr.,1610612752,New York Knicks,3,10,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,209,141,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,393,202498,Lance Thomas,1610612752,New York Knicks,3,10,12,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,1,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,396,203501,Tim Hardaway Jr.,1610612752,New York Knicks,3,9,50,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,4,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,404,203504,Trey Burke,1610612752,New York Knicks,3,9,31,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-95,-11,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,418,203504,Trey Burke,1610612752,New York Knicks,3,8,33,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-131,214,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,427,1628995,Kevin Knox II,1610612752,New York Knicks,3,8,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,83,253,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,432,1628995,Kevin Knox II,1610612752,New York Knicks,3,7,56,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,5,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,441,1628995,Kevin Knox II,1610612752,New York Knicks,3,7,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-194,184,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,474,203504,Trey Burke,1610612752,New York Knicks,3,6,40,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-46,159,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,443,1628373,Frank Ntilikina,1610612752,New York Knicks,3,6,15,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,8,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,445,203501,Tim Hardaway Jr.,1610612752,New York Knicks,3,5,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,119,227,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,467,1628995,Kevin Knox II,1610612752,New York Knicks,3,4,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-113,218,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,469,202683,Enes Kanter,1610612752,New York Knicks,3,4,53,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,11,29,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,485,1628373,Frank Ntilikina,1610612752,New York Knicks,3,4,21,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-149,90,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,488,1629019,Allonzo Trier,1610612752,New York Knicks,3,3,42,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,17,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,492,1629019,Allonzo Trier,1610612752,New York Knicks,3,3,34,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,20,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,508,1628995,Kevin Knox II,1610612752,New York Knicks,3,2,41,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,9,35,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,510,1628995,Kevin Knox II,1610612752,New York Knicks,3,2,37,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,0,47,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,518,1628995,Kevin Knox II,1610612752,New York Knicks,3,2,29,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,17,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,522,203501,Tim Hardaway Jr.,1610612752,New York Knicks,3,2,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,155,3,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,524,203943,Noah Vonleh,1610612752,New York Knicks,3,1,56,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,527,1628995,Kevin Knox II,1610612752,New York Knicks,3,1,30,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,88,22,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,541,1629019,Allonzo Trier,1610612752,New York Knicks,3,0,58,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-226,-16,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,554,203501,Tim Hardaway Jr.,1610612752,New York Knicks,3,0,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-82,239,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,556,1629019,Allonzo Trier,1610612752,New York Knicks,3,0,1,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,5,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,575,1627758,Ron Baker,1610612752,New York Knicks,4,11,8,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,17,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,577,203501,Tim Hardaway Jr.,1610612752,New York Knicks,4,11,6,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,581,203501,Tim Hardaway Jr.,1610612752,New York Knicks,4,10,34,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,-8,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,585,1626209,Mario Hezonja,1610612752,New York Knicks,4,10,11,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,14,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,587,203943,Noah Vonleh,1610612752,New York Knicks,4,10,10,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,599,1627758,Ron Baker,1610612752,New York Knicks,4,9,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,195,168,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,606,203501,Tim Hardaway Jr.,1610612752,New York Knicks,4,8,44,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-106,72,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,611,1626209,Mario Hezonja,1610612752,New York Knicks,4,8,17,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,3,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,625,202683,Enes Kanter,1610612752,New York Knicks,4,7,36,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,112,108,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,633,1626209,Mario Hezonja,1610612752,New York Knicks,4,6,50,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,32,41,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,652,1626209,Mario Hezonja,1610612752,New York Knicks,4,6,8,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-82,247,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,657,1626209,Mario Hezonja,1610612752,New York Knicks,4,5,40,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,133,151,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,660,1626209,Mario Hezonja,1610612752,New York Knicks,4,5,7,Made Shot,Jump Bank Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,4,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,664,1626209,Mario Hezonja,1610612752,New York Knicks,4,4,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,147,211,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,669,202683,Enes Kanter,1610612752,New York Knicks,4,4,45,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,16,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,684,1626209,Mario Hezonja,1610612752,New York Knicks,4,3,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,226,90,1,1,20181017,NYK,ATL
Shot Chart Detail,21800007,699,1626209,Mario Hezonja,1610612752,New York Knicks,4,2,40,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,5,20,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,705,1626209,Mario Hezonja,1610612752,New York Knicks,4,2,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,196,153,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,714,1628995,Kevin Knox II,1610612752,New York Knicks,4,2,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-188,162,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,723,1626209,Mario Hezonja,1610612752,New York Knicks,4,1,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,1,261,1,0,20181017,NYK,ATL
Shot Chart Detail,21800007,726,1628373,Frank Ntilikina,1610612752,New York Knicks,4,0,52,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,13,103,1,0,20181017,NYK,ATL
Shot Chart Detail,21800018,7,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,11,44,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,16,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,12,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,11,3,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-60,16,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,14,203504,Trey Burke,1610612752,New York Knicks,1,10,48,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-151,-12,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,17,202683,Enes Kanter,1610612752,New York Knicks,1,10,16,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,27,5,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,28,202683,Enes Kanter,1610612752,New York Knicks,1,9,15,Missed Shot,Turnaround Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-3,38,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,32,202683,Enes Kanter,1610612752,New York Knicks,1,8,47,Made Shot,Turnaround Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-9,27,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,34,202683,Enes Kanter,1610612752,New York Knicks,1,8,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,107,230,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,39,202498,Lance Thomas,1610612752,New York Knicks,1,7,39,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,125,31,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,41,202683,Enes Kanter,1610612752,New York Knicks,1,7,37,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,47,1628373,Frank Ntilikina,1610612752,New York Knicks,1,7,2,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-198,157,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,55,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,6,43,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-4,20,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,61,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,6,10,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-26,31,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,70,202683,Enes Kanter,1610612752,New York Knicks,1,5,37,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,29,43,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,73,202683,Enes Kanter,1610612752,New York Knicks,1,5,20,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,11,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,88,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,4,50,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,16,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,98,203504,Trey Burke,1610612752,New York Knicks,1,4,15,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-63,247,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,101,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,3,42,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,0,1,0,20181019,BKN,NYK
